"","predicate","N","response","bootsci_high","bootsci_low"
"466","Pachomian",23,0.423478260869565,0.523478260869565,0.32304347826087
"467","painful",24,0.740416666666667,0.839166666666667,0.627083333333333
"468","Pakistani",22,0.180454545454545,0.301818181818182,0.0790909090909091
"469","Palestinian",20,0.1925,0.2935,0.102
"470","Parisian",27,0.216666666666667,0.314814814814815,0.128518518518519
"471","parliamentary",25,0.264,0.3684,0.1724
"472","parochial",21,0.492857142857143,0.617619047619048,0.377142857142857
"473","part",26,0.413461538461538,0.537701923076923,0.293846153846154
"474","particular",24,0.515416666666667,0.62625,0.40040625
"475","Pashtun",25,0.3744,0.47521,0.2772
"476","past",18,0.381666666666667,0.545,0.229444444444444
"477","periodic",16,0.40625,0.55375,0.259359375
"478","permanent",17,0.292941176470588,0.415897058823529,0.180588235294118
"479","permissive",28,0.6625,0.7475,0.577857142857143
"480","persistent",23,0.573478260869565,0.66304347826087,0.477391304347826
"481","personal",25,0.654,0.7528,0.5468
"482","pertinent",15,0.524,0.658,0.385333333333333
"483","phenomenal",9,0.588888888888889,0.792222222222222,0.37
"484","physical",15,0.284666666666667,0.462016666666666,0.129333333333333
"485","pink",16,0.334375,0.535625,0.156234375
"486","plain",20,0.661,0.7635125,0.5485
"487","planetary",20,0.2645,0.399,0.144
"488","plastic",14,0.225,0.346428571428571,0.123571428571429
"489","pleasant",25,0.794,0.8456,0.7368
"490","plenary",23,0.498260869565217,0.607826086956522,0.387391304347826
"491","poetic",16,0.550625,0.665,0.428125
"492","polished",17,0.388823529411765,0.507058823529412,0.275279411764706
"493","political",25,0.51,0.6236,0.3988
"494","polygamous",16,0.27375,0.403125,0.155625
"495","poor",20,0.6685,0.7620125,0.558
"496","popular",29,0.710689655172414,0.799310344827586,0.61551724137931
"497","populist",24,0.457083333333333,0.540833333333333,0.369583333333333
"498","positive",19,0.716315789473684,0.803157894736842,0.613144736842105
"499","possible",27,0.601111111111111,0.71037037037037,0.487777777777778
"500","potent",26,0.546538461538462,0.646153846153846,0.445384615384615
"501","potential",16,0.501875,0.646875,0.353125
"502","practical",12,0.496666666666667,0.650833333333333,0.338333333333333
"503","pragmatic",18,0.669444444444444,0.759444444444444,0.581097222222222
"504","precise",22,0.405454545454545,0.536829545454545,0.282727272727273
"505","prehistoric",21,0.271428571428571,0.37572619047619,0.176190476190476
"506","preposterous",16,0.68625,0.7925,0.564375
"507","present",22,0.319545454545455,0.423181818181818,0.216363636363636
"508","presidential",20,0.405,0.5530125,0.256
"509","pretty",26,0.745384615384615,0.838461538461538,0.647307692307692
"510","prime",25,0.4216,0.5112,0.33
"511","private",22,0.501363636363636,0.615,0.385
"512","privileged",24,0.652083333333333,0.73875,0.565833333333333
"513","probable",27,0.581111111111111,0.684074074074074,0.472962962962963
"514","professional",23,0.530434782608696,0.656086956521739,0.403913043478261
"515","profound",16,0.735,0.816875,0.645
"516","prominent",17,0.612352941176471,0.741176470588235,0.485279411764706
"517","promising",20,0.755,0.8195,0.6789875
"518","proper",22,0.684090909090909,0.773181818181818,0.587727272727273
"519","prosperous",21,0.571904761904762,0.67047619047619,0.466190476190476
"520","psychological",24,0.486666666666667,0.5925,0.37875
"521","public",18,0.276666666666667,0.401680555555555,0.166097222222222
"522","pure",17,0.581764705882353,0.707661764705882,0.453514705882353
"523","quaint",23,0.674782608695652,0.748695652173913,0.596521739130435
"524","qualified",19,0.597368421052632,0.718960526315789,0.467894736842105
"525","quality",19,0.678947368421053,0.765802631578947,0.578407894736842
"526","quick",17,0.54,0.620588235294118,0.455279411764706
"527","quiet",23,0.448260869565217,0.561304347826087,0.334771739130435
"528","radical",19,0.665263157894737,0.758421052631579,0.567894736842105
"529","random",21,0.616190476190476,0.732857142857143,0.486666666666667
"530","rapid",22,0.513181818181818,0.615909090909091,0.404079545454545
"531","real",34,0.355588235294118,0.455595588235294,0.262639705882353
"532","rear",19,0.312631578947368,0.456855263157895,0.181578947368421
"533","recent",21,0.475714285714286,0.59952380952381,0.35475
"534","red",15,0.208,0.357333333333333,0.0813333333333333
"535","regional",16,0.396875,0.549375,0.261234375
"536","regular",23,0.494347826086957,0.616521739130435,0.37304347826087
"537","regulatory",24,0.384583333333333,0.485,0.2925
"538","related",18,0.392777777777778,0.516111111111111,0.275555555555556
"539","relevant",25,0.5624,0.6512,0.4692
"540","religious",20,0.61,0.7280125,0.486
"541","remaining",28,0.339285714285714,0.458214285714286,0.227133928571429
"542","renal",24,0.27625,0.387083333333333,0.171666666666667
"543","Republican",26,0.236153846153846,0.329615384615385,0.154615384615385
"544","reserved",18,0.482777777777778,0.582777777777778,0.378888888888889
"545","residential",24,0.27625,0.365416666666667,0.191666666666667
"546","resilient",18,0.66,0.740555555555556,0.575
"547","rich",18,0.595,0.709458333333333,0.471097222222222
"548","right",17,0.577058823529412,0.72060294117647,0.424705882352941
"549","Roman",26,0.272307692307692,0.405,0.153846153846154
"550","romantic",21,0.823333333333333,0.875714285714286,0.769047619047619
"551","round",21,0.297142857142857,0.425714285714286,0.178083333333333
"552","royal",25,0.4668,0.57961,0.3608
"553","rude",19,0.692105263157895,0.795263157894737,0.575263157894737
"554","rural",24,0.274583333333333,0.367083333333333,0.18875
"555","Russian",35,0.253428571428571,0.356578571428571,0.15885
"556","sacred",16,0.705625,0.821875,0.579375
"557","same",24,0.390833333333333,0.51584375,0.273333333333333
"558","satisfactory",20,0.682,0.793,0.565
"559","scant",21,0.618095238095238,0.714285714285714,0.516190476190476
"560","schizophrenic",23,0.328695652173913,0.442619565217391,0.223032608695652
"561","scientific",20,0.328,0.4295,0.2285
"562","Scottish",22,0.185909090909091,0.295,0.0931704545454546
"563","scratchy",23,0.660869565217391,0.739130434782609,0.576086956521739
"564","select",14,0.391428571428571,0.537142857142857,0.257142857142857
"565","self",18,0.467222222222222,0.592222222222222,0.341666666666667
"566","senatorial",23,0.403478260869565,0.516086956521739,0.292163043478261
"567","senior",18,0.335555555555556,0.451666666666667,0.222777777777778
"568","sensible",20,0.7535,0.828,0.6765
"569","sensitive",22,0.684090909090909,0.780909090909091,0.577727272727273
"570","serious",20,0.6355,0.7495,0.5115
"571","several",16,0.519375,0.64875,0.388125
"572","severe",23,0.743913043478261,0.814358695652174,0.672608695652174
"573","sexual",21,0.670952380952381,0.777619047619048,0.56047619047619
"574","Shakespearean",17,0.522941176470588,0.664705882352941,0.378235294117647
"575","sharp",19,0.465263157894737,0.576315789473684,0.357894736842105
"576","Shiite",15,0.322666666666667,0.518666666666667,0.144666666666667
"577","short",19,0.542105263157895,0.654736842105263,0.425776315789474
"578","shrill",19,0.638421052631579,0.716842105263158,0.561578947368421
"579","shy",22,0.632272727272727,0.717272727272727,0.538181818181818
"580","Sicilian",18,0.207777777777778,0.319444444444444,0.113888888888889
"581","sick",15,0.522,0.651333333333333,0.392
"582","significant",21,0.668571428571429,0.764773809523809,0.563333333333333
"583","silent",17,0.288823529411765,0.415882352941176,0.17
"584","silky",10,0.268,0.395,0.153
"585","similar",19,0.636842105263158,0.723684210526316,0.548421052631579
"586","simple",17,0.675882352941176,0.774117647058823,0.564705882352941
"587","simultaneous",24,0.28,0.400010416666667,0.171666666666667
"588","single",23,0.276086956521739,0.39304347826087,0.166086956521739
"589","sleek",23,0.551304347826087,0.646086956521739,0.449554347826087
"590","slimy",28,0.470714285714286,0.568223214285714,0.3710625
"591","slow",19,0.59,0.707368421052632,0.465263157894737
"592","small",18,0.577222222222222,0.701111111111111,0.446111111111111
"593","smart",23,0.700434782608696,0.78175,0.613913043478261
"594","smooth",14,0.496428571428571,0.623571428571429,0.365696428571429
"595","social",18,0.655555555555556,0.744444444444444,0.561111111111111
"596","societal",15,0.473333333333333,0.593333333333333,0.352666666666667
"597","soft",14,0.751428571428571,0.84,0.655
"598","solar",20,0.153,0.267,0.0644875
"599","sophisticated",16,0.709375,0.818765625,0.578109375
"600","sound",27,0.426666666666667,0.540740740740741,0.311851851851852
"601","south",14,0.25,0.398571428571429,0.117142857142857
"602","southwestern",17,0.381764705882353,0.537647058823529,0.239985294117647
"603","Soviet",20,0.3565,0.5135,0.2075
"604","Spanish",16,0.184375,0.28875,0.09
"605","speaking",27,0.264814814814815,0.374453703703704,0.164814814814815
"606","special",23,0.815652173913043,0.886521739130435,0.734782608695652
"607","specific",26,0.297692307692308,0.411153846153846,0.192307692307692
"608","spiritual",18,0.730555555555556,0.807222222222222,0.651111111111111
"609","spontaneous",20,0.559,0.6595,0.4495
"610","square",15,0.202,0.334683333333333,0.0886666666666667
"611","stale",23,0.359565217391304,0.448695652173913,0.269989130434783
"612","standard",17,0.511764705882353,0.645882352941176,0.377058823529412
"613","standing",18,0.265555555555556,0.398333333333333,0.145555555555556
"614","starched",13,0.433846153846154,0.579230769230769,0.283057692307692
"615","statistical",15,0.23,0.392666666666667,0.0846666666666667
"616","still",26,0.436153846153846,0.555769230769231,0.320384615384615
"617","strategic",16,0.51875,0.648125,0.383125
"618","stray",26,0.488076923076923,0.587692307692308,0.388076923076923
"619","strict",23,0.667391304347826,0.763489130434783,0.564336956521739
"620","strong",29,0.631034482758621,0.709663793103448,0.548965517241379
"621","structural",16,0.3675,0.511875,0.234375
"622","stylistic",22,0.682272727272727,0.789545454545455,0.567272727272727
"623","subsequent",21,0.377142857142857,0.455714285714286,0.295238095238095
"624","substantial",19,0.658421052631579,0.768421052631579,0.54525
"625","substantive",19,0.564210526315789,0.649486842105263,0.473157894736842
"626","suburban",16,0.37,0.425,0.3175
"627","successful",16,0.7275,0.841875,0.6
"628","such",23,0.49695652173913,0.604782608695652,0.388260869565217
"629","sudden",26,0.471923076923077,0.582317307692307,0.359230769230769
"630","sufficient",17,0.687647058823529,0.791176470588235,0.580588235294118
"631","Sunni",18,0.173333333333333,0.273347222222222,0.0827777777777778
"632","sunny",22,0.380909090909091,0.513636363636364,0.261818181818182
"633","superb",21,0.813809523809524,0.887142857142857,0.730476190476191
"634","sweet",22,0.763636363636364,0.836818181818182,0.681818181818182
"635","syntactic",25,0.3268,0.426,0.22799
"636","tactical",17,0.478235294117647,0.567647058823529,0.381764705882353
"637","talented",23,0.693478260869565,0.782173913043478,0.594347826086956
"638","tall",21,0.582380952380952,0.703809523809524,0.458571428571429
"639","technical",23,0.39695652173913,0.53,0.266945652173913
"640","technological",18,0.302777777777778,0.428888888888889,0.191111111111111
"641","temporary",21,0.49047619047619,0.583333333333333,0.395714285714286
"642","terrible",17,0.752941176470588,0.861764705882353,0.620588235294118
"643","territorial",16,0.535625,0.630625,0.42375
"644","terrorist",26,0.42,0.525384615384615,0.317692307692308
"645","Thai",27,0.203333333333333,0.298888888888889,0.117777777777778
"646","thematic",12,0.609166666666667,0.771666666666667,0.43
"647","thin",22,0.537272727272727,0.639545454545455,0.435454545454545
"648","thorough",24,0.58375,0.681666666666667,0.47540625
"649","tight",23,0.575652173913043,0.675217391304348,0.470869565217391
"650","tiny",24,0.454166666666667,0.562083333333333,0.345416666666667
"651","tired",20,0.548,0.656,0.4375
"652","top",21,0.236666666666667,0.352869047619047,0.133333333333333
"653","total",23,0.370434782608696,0.508695652173913,0.237391304347826
"654","traditional",23,0.636521739130435,0.728695652173913,0.541739130434783
"655","tragic",25,0.712,0.80801,0.6048
"656","translucent",16,0.2875,0.434375,0.159375
"657","tremendous",22,0.750454545454545,0.838636363636364,0.653636363636364
"658","tricky",24,0.706666666666667,0.79709375,0.60875
"659","tripartite",28,0.323928571428571,0.405357142857143,0.240348214285714
"660","tropical",24,0.32625,0.447510416666667,0.217083333333333
"661","troubled",11,0.709090909090909,0.824545454545455,0.576363636363636
"662","twisted",23,0.556086956521739,0.68304347826087,0.428695652173913
"663","typical",16,0.6425,0.7425,0.534375
"664","ulterior",23,0.539130434782609,0.654782608695652,0.417826086956522
"665","unbelievable",17,0.736470588235294,0.839411764705882,0.615882352941176
"666","uncut",31,0.276129032258065,0.361943548387097,0.194838709677419
"667","unexpected",19,0.625789473684211,0.735789473684211,0.51
"668","uninterrupted",25,0.3412,0.442,0.2448
"669","unique",19,0.730526315789474,0.825789473684211,0.613144736842105
"670","universal",15,0.355333333333333,0.526666666666667,0.20265
"671","unknown",19,0.53578947368421,0.650526315789474,0.411578947368421
"672","unlawful",24,0.36125,0.489177083333333,0.24125
"673","unnamed",18,0.224444444444444,0.321125,0.133888888888889
"674","unpleasant",26,0.748846153846154,0.819615384615385,0.674221153846154
"675","unpretentious",17,0.615882352941176,0.722352941176471,0.502352941176471
"676","untidy",21,0.644285714285714,0.739059523809524,0.536178571428572
"677","unusual",24,0.6925,0.777927083333333,0.601666666666667
"678","unwanted",12,0.595833333333333,0.736666666666667,0.445833333333333
"679","upcoming",20,0.3915,0.5455,0.2445
"680","upper",19,0.285263157894737,0.4,0.175789473684211
"681","upscale",16,0.658125,0.7675,0.546875
"682","urban",18,0.442777777777778,0.570013888888889,0.319444444444444
"683","urgent",15,0.509333333333333,0.64,0.373333333333333
"684","useful",27,0.767777777777778,0.837046296296296,0.69037037037037
"685","useless",26,0.73,0.806923076923077,0.651153846153846
"686","usual",19,0.603684210526316,0.704736842105263,0.499473684210526
"687","vacant",30,0.292666666666667,0.397683333333333,0.2
"688","various",23,0.521304347826087,0.647826086956522,0.390434782608696
"689","vast",23,0.606086956521739,0.71175,0.493913043478261
"690","vaunted",20,0.633,0.7205,0.545
"691","vegan",23,0.22695652173913,0.331315217391304,0.132608695652174
"692","vegetarian",28,0.255357142857143,0.361080357142857,0.160357142857143
"693","verbal",22,0.306818181818182,0.417738636363636,0.200454545454545
"694","veritable",22,0.568181818181818,0.673636363636364,0.457272727272727
"695","vertical",23,0.155652173913043,0.256521739130435,0.0726086956521739
"696","vested",23,0.442173913043478,0.540869565217391,0.343478260869565
"697","vibrant",14,0.577142857142857,0.687142857142857,0.459267857142857
"698","vicious",21,0.652380952380952,0.731904761904762,0.558095238095238
"699","Victorian",29,0.455862068965517,0.578965517241379,0.336551724137931
"700","Vietnamese",21,0.128571428571429,0.235238095238095,0.0528571428571429
"701","virtual",21,0.41047619047619,0.519535714285714,0.29952380952381
"702","virtuous",26,0.71,0.782317307692308,0.635
"703","visual",36,0.3925,0.481666666666667,0.304444444444444
"704","vital",20,0.5545,0.66,0.4435
"705","vivid",20,0.632,0.7655,0.4995
"706","vulnerable",28,0.678214285714286,0.755357142857143,0.594285714285714
"707","warm",15,0.707333333333333,0.791333333333333,0.612
"708","waterproof",19,0.166842105263158,0.299473684210526,0.0621052631578947
"709","wealthy",17,0.522352941176471,0.655897058823529,0.386470588235294
"710","weary",28,0.636428571428571,0.724642857142857,0.546428571428571
"711","western",17,0.35,0.483529411764706,0.215294117647059
"712","wet",24,0.187083333333333,0.288760416666667,0.0983333333333333
"713","whiskered",29,0.369310344827586,0.485870689655172,0.255853448275862
"714","white",22,0.227272727272727,0.339090909090909,0.126818181818182
"715","whole",26,0.255769230769231,0.374615384615385,0.152692307692308
"716","wide",24,0.61125,0.705416666666667,0.515416666666667
"717","widespread",13,0.503076923076923,0.634634615384615,0.376153846153846
"718","wild",19,0.663684210526316,0.757894736842105,0.563684210526316
"719","wireless",18,0.27,0.425,0.130555555555556
"720","wizarding",18,0.558888888888889,0.702791666666666,0.411666666666667
"721","wonderful",21,0.827619047619048,0.904285714285714,0.730476190476191
"722","wooden",24,0.23375,0.355,0.125833333333333
"723","worldwide",22,0.299090909090909,0.432284090909091,0.180909090909091
"724","wrong",20,0.7035,0.785,0.6145
"725","yellow",27,0.210740740740741,0.323712962962963,0.11037037037037
"726","young",21,0.563809523809524,0.671916666666666,0.448571428571429
"727","youthful",16,0.618125,0.7375,0.485
